51,,FAST School of Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Classes' Schedule for Semester: Fall-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-210,SS2006 Macroeconomics,,,,,,,FT05A,,MG3003 Basic Econometrics,,,,,,,FT05A,,CS2012 Introduction to Object Oriented Programming,,,,,,,FT03A,,CS2012 Introduction to Object Oriented Programming,,,,,,,FT03B,,AF 3001 Financial Management,,,,,,,BBA05C,,,,,,,,,
,,A--211,MG3003 Basic Econometrics,,,,,,,FT05B,,SS2006 Macroeconomics,,,,,,,FT05B,,MT2004 Business Math-II,,,,,,,FT03C,,MG2012 Business Economics,,,,,,,FT03C,,SS1007 Islamic Studies/Ethics (02:25-04:15),,,,,,,,,,FT01C,,U-Sirat Nabi,,,,FT01C
,,A-301,,,,,,,,,,MG4011 Entrepreneurship,,,,,,,FT05C,,MG2012 Business Economics,,,,,,,FT03D,,MT2004 Business Math-II,,,,,,,FT03D,,SS2043 Civics and Community Engagement (02:25-04:15),,,,,,,,,,,,FT03A,,,,
,,A-302,MG4011 Entrepreneurship,,,,,,,FT05D,,CS3017 Enterprise Systems & Applications,,,,,,,FT05D,,MG2012 Business Economics,,,,,,,BSBA03C,,CS2016 Programming for Business,,,,,,,BSBA03C,,SS2019 Psychology (02:25-04:15),,,,,,,,,,,,FT03D,,,,
,,A-303,SS1016 English - I (08:30-10:20),,,,,,,,,,,BSBA01C,,SS1016 English - I   (10:30-12:20),,,,,,,,,,,BSBA01D,,,,,,,,,,,,MG3012 Blockchain Technology for Business,,,,,,,FT05C,,MG3012 Blockchain Technology for Business,,,,,,,FT05D
,,A-305,AF 3001 Financial Management,,,,,,,BSBA05A,,MG3003 Basic Econometrics,,,,,,,BSBA05A,,MG2011 Environmental Science and Sustainability for Business,,,,,,,BSBA03A,,MG2009 Data Analysis for Business II,,,,,,,BSBA03A,,Fundamentals of Accouting,,,,,,,FT3A,,Fundamentals of Accouting,,,,,,,FT3A
,,A-310,MG3003 Basic Econometrics,,,,,,,BSBA05B,,,,,,,,,,,MG2009 Data Analysis for Business II,,,,,,,BSBA03B,,MG2011 Environmental Science and Sustainability for Business,,,,,,,BSBA03B,,SS1013 Ideology and Constitutions of Pakistan (02:25-04:15),,,,,,,,,,,,FT03C,,,,
,,A-311,MG3004 Human Resource Management,,,,,,,BSBA05C,,CS2003 Data Structures and Business Application,,,,,,,BSBA05C,,MG3002 Business Law,,,,,,,AF05A,,AF 3001 Financial Management,,,,,,,AF05A,,,,,,,,,,,,,,,,,,
,,A-314,AF1003 Introduction to Financial Accounting,,,,,,,AF01A,,AF1003 Introduction to Financial Accounting,,,,,,,AF01B,,AF 3001 Financial Management,,,,,,,AF05B,,MG3002 Business Law,,,,,,,AF05B,,SS1022 U-Holy Quran-I&II (02:25-04:15),,,,,,,,,,,BSBA03A,,,,,
,,A-315,AF1003 Intro to Financial Accounting,,,,,,,BBA01C,,MG1001 Fundamental of Management,,,,,,,BBA01C,,MG3003 Basic Econometrics,,,,,,,BSBA05C,,AF1003 Intro to Financial Accounting,,,,,,,BSBA01D,,MG2003 Consumer Behaviour,,,,,,,BSBA05A,,AF 3001 Financial Management,,,,,,,BSBA05B
,,A-316,AF1003 Intro to Financial Accounting,,,,,,,BSBA01A,,AF 3001 Financial Management,,,,,,,BBA05A,,SS2018 Sociology (11:30-1:20),,,,,,,,,,,BBA01B,,SS2018 Sociology (01:30-03:20),,,,,,,,,,,BBA01C,,,,,,,,,,
,Labs,Labs,08:30-09:50,,,,,,,,,10:00-11:20,,,,,,,,,11:30-12:50,,,,,,,,,01:00-02:20,,,,,,,,,02:25-03:45,,,,,,,,,03:50-05:10,,,,,,,
,,KK-I,CL1001 IT in Business-Lab,,,,,,,BBA01B,,CL1001 IT in Business-Lab,,,,,,,BBA01B,,CL1001 IT in Business-Lab,,,,,,,BSBA01C,,CL1001 IT in Business-Lab,,,,,,,BSBA01C,,LG2009Data Analysis for Business -II Lab,,,,,,,BBA03D,,LG2009Data Analysis for Business -II Lab,,,,,,,BBA03D
,,KK-II,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BBA01A,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BBA01A,,LG2009Data Analysis for Business -II Lab,,,,,,,BBA03A,,LG2009Data Analysis for Business -II Lab,,,,,,,BBA03A,,FL3001 Financial Management Lab,,,,,,,BBA05B,,FL3001 Financial Management Lab,,,,,,,BBA05B
,,KK-III,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BSBA01B,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BSBA01B,,LG2009Data Analysis for Business -II Lab,,,,,,,AF03B,,LG2009Data Analysis for Business -II Lab,,,,,,,AF03B,,CL2016 Programming for Business -Lab,,,,,,,BSBA03C,,CL2016 Programming for Business -Lab,,,,,,,BSBA03C
,,Khyber I,CL2012 Introduction to Object Oriented Programming-Lab,,,,,,,FT03B,,CL2012 Introduction to Object Oriented Programming-Lab,,,,,,,FT03B,,LG3003 Basic Econometrics Lab,,,,,,,FT05B,,LG3003 Basic Econometrics Lab,,,,,,,FT05B,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,FT01D,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,FT01D
,,Khyber II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Khyber III,FL1002 Financial Accounting Lab,,,,,,,FT3A,,FL1002 Financial Accounting Lab,,,,,,,FT3A,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BSBA01A,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BSBA01A,,,,,,,,,,,,,,,,,,
,,Khyber IV,FL1003 Introduction to Financial Accounting- Lab,,,,,,,FT01C,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,FT01C,,CL3003 Management Information System Lab,,,,,,,AF05C,,CL3003 Management Information System Lab,,,,,,,AF05C,,,,,,,,,,,,,,,,,,
,,Mehran-I,CL1001 IT in Business-Lab,,,,,,,FT01D,,CL1001 IT in Business-Lab,,,,,,,FT01D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mehran-II,CL2016 Programming for Business -Lab,,,,,,,BSBA03B,,CL2016 Programming for Business -Lab,,,,,,,BSBA03B,,CS,,,,,,,,,,,,,,,,,,CS,,,,,,,,,,,,,,,,
,,Cal-I lab,CS,,,,,,,,,,,,,,,,,,SL1016 English - I- Lab,,,,,,,BSBA01B1,,SL1016 English - I- Lab,,,,,,,BSBA01B1,,,,,,,,,,,,,,,,,,
,,Cal-II lab,,,,,,,,,,,,,,,,,,,SL1016 English - I- Lab,,,,,,,BSBA01B2,,SL1016 English - I- Lab,,,,,,,BSBA01B2,,,,,,,,,,,,,,,,,,
,,Room,08:30-09:50,,,,,,,,,10:00-11:20,,,,,,,,,11:30-12:50,,,,,,,,,01:00-02:20,,,,,,,,,02:25-03:45,,,,,,,,,03:50-05:10,,,,,,,
Thursday,Classes,A-01,SS2006 Macroeconomics,,,,,,,FT05D,,SS2006 Macroeconomics,,,,,,,FT05C,,AF4006 Investment Analysis & Management,,,,,,,AF07A,,AF4006 Investment Analysis & Management,,,,,,,AF07B,,MS,,,,,,,,,,,,,,,,
,,A-02,,,,,,,,,,,,,,,,,,,MG2011 Environmental Science and Sustainability for Business,,,,,,,BSBA03C,,MG2001 Organizational Behaviour,,,,,,,BBA03A,,,,,,,,,,,,,,,,,,
,,A-03,MG1011 Business Mathematics,,,,,,,BSBA01D,,MG1011 Business Mathematics,,,,,,,BSBA01A,,MG2001 Organizational Behaviour,,,,,,,BBA03B,,MG2009 Data Analysis for Business II,,,,,,,BBA03B,,MG2009 Data Analysis for Business II,,,,,,,BBA03A,,,,,,,,,
,,A-04,MG1011 Business Mathematics,,,,,,,BSBA01B,,AF1003 Intro to Financial Accounting,,,,,,,BSBA01B,,AF2003 Management Accounting,,,,,,,BBA03D,,MG2012 Business Economics,,,,,,,BBA03D,,SS1013 Ideology and Constitutions of Pakistan  (02:25-04:15),,,,,,,,,,,,BBA03D,,,,
,,A-101,MG2003 Consumer Behaviour,,,,,,,BBA05C,,MG3014 Advanced Business Communication,,,,,,,BBA05C,,MG3014 Advanced Business Communication,,,,,,,BBA05B,,MG3014 Advanced Business Communication,,,,,,,BBA05A,,,,,,,,,,,Microeconomics,,,,,,,BBA03A
,,A-102,MG3004 Human Resource Management,,,,,,,BBA05B,,MG3004 Human Resource Management,,,,,,,BBA05A,,MG2003 Consumer Behaviour,,,,,,,BSBA05C,,AF 3001 Financial Management,,,,,,,BSBA05C,,SS1016 English - I (02:25-04:15),,,,,,,,,,,FT01A,,,,,
,,A-103,MG2009 Data Analysis for Business II,,,,,,,BSBA03C,,MG3006 Operations Management,,,,,,,BBA05B,,MG3006 Operations Management,,,,,,,BBA05A,,,,,,,,,,,AF1003 Intro to Financial Accounting,,,,,,,FT01C,,,,,,,,,
,,A-104,MG3003 Basic Econometrics,,,,,,,AF05A,,AF2005 Cost and Management Accounting,,,,,,,AF05A,,AF1003 Intro to Financial Accounting,,,,,,,BSBA01C,,AF1003 Intro to Financial Accounting,,,,,,,FT01D,,MG2009 Data Analysis for Business II,,,,,,,AF03B,,MG2009 Data Analysis for Business II,,,,,,,AF03A
,,A- 201,AF2005 Cost and Management Accounting,,,,,,,AF05B,,MG3003 Basic Econometrics,,,,,,,AF05B,,MG2012 Business Economics,,,,,,,BBA03C,,AF2003 Management Accounting,,,,,,,BBA03C,,,,,,,,,,,,,,,,,,
,,A- 202,AF2005 Cost and Management Accounting,,,,,,,AF05C,,AF 3001 Financial Management,,,,,,,AF05C,,CS3003 Management Information System,,,,,,,AF05C,,MG1002 Marketing Management,,,,,,,AF01A,,MG1002 Marketing Management,,,,,,,AF01B,,,,,,,,,
,,A- 203,MG1011 Business Mathematics,,,,,,,FT01C,,MG1002 Marketing Management,,,,,,,FT01C,,AF2004 Business Finance,,,,,,,FT03C,,CS2012 Introduction to Object Oriented Programming,,,,,,,FT03C,,SS2043 Civics and Community Engagement (02:25 - 04:15),,,,,,,,,FT03C,,,,,,,
,,A-210,MG1002 Marketing Management,,,,,,,FT01D,,MG1011 Business Mathematics,,,,,,,FT01D,,CS2012 Introduction to Object Oriented Programming,,,,,,,FT03D,,AF2004 Business Finance,,,,,,,FT03D,,SS2019 Psychology (02:25 - 04:15),,,,,,,,,FT03B,,,,,,,
,,A--211,SS1007 Islamic Studies/Ethics (08:30-10:20),,,,,,,,,,FT01A,,U-Sirat Nabi,,,,FT01A,,AF2001 Corporate Accounting - I,,,,,,,AF03A,,MG2010 Business Communication,,,,,,,AF03A,,,,,,,,,,,CS2016 Programming for Business,,,,,,,BSBA03A
,,A-301,MG2012 Business Economics,,,,,,,BSBA03A,,MG2012 Business Economics,,,,,,,BSBA03B,,MG2010 Business Communication,,,,,,,AF03B,,AF2001 Corporate Accounting - I,,,,,,,AF03B,,CS2016 Programming for Business,,,,,,,BSBA03B,,,,,,,,,
,,A-302,SS1022 U-Holy Quran-I&II (08:30-10:20),,,,,,,,,,,AF03B,,,,,,,AF1003 Intro to Financial Accounting,,,,,,,BBA01A,,MG1001 Fundamental of Management,,,,,,,BBA01A,,,,,,,,,,,,,,,,,,
,,A-303,"MG5056  Diversity, Equity, and Inclusion ",,,,,,,BBA07A/B,,"MG5056  Diversity, Equity, and Inclusion ",,,,,,,BBA07A/B,,MG1001 Fundamental of Management,,,,,,,BBA01B,,AF1003 Intro to Financial Accounting,,,,,,,BBA01B,,,,,,,,,,,MG1001 Fundamental of Management,,,,,,,BSBA01A
,,A-305,,,,,,,,,,,,,,,,,,,MG3012 Blockchain Technology for Business,,,,,,,FT05A,,MG3012 Blockchain Technology for Business,,,,,,,FT05B,,,,,,,,,,,,,,,,,,
,,A-310,MG4011 Entrepreneurship,,,,,,,FT05B,,MG4011 Entrepreneurship,,,,,,,FT05A,,MG1001 Fundamental of Management,,,,,,,BSBA01B,,CS1001 IT in Business  (01:00-02:50),,,,,,,,,,,BSBA01C,,CS1001 IT in Business (03:00-04:50),,,,,,,,,,,BBA01A,
,,A-311,,,,,,,,,,MG3003 Basic Econometrics,,,,,,,FT05D,,CS2003 Data Structures and Business Application,,,,,,,BSBA05A,,MG3004 Human Resource Management,,,,,,,BSBA05A,,SS1015 Pakistan Studies (02:25-04:15),,,,,,,,,,,BSBA01D,,,,,
,,A-314,AF1002 Finacial Accounting,,,,,,,FT3A,,MG1001 Fundamental of Management,,,,,,,BSBA01C,,MG3004 Human Resource Management,,,,,,,BSBA05B,,CS2003 Data Structures and Business Application,,,,,,,BSBA05B,,SS1013 Ideology and Constitutions of Pakistan (02:25-04:15),,,,,,,,,,,,FT03A,,,,
,,A-315,SS2018 Sociology (08:30-10:20),,,,,,,,,,,BBA01A,,,,,,,MT2004 Business Math-II,,,,,,,FT03B,,MT2004 Business Math-II,,,,,,,FT03A,,,,,,,,,,,,,,,,,,
,,A-316,SS2019Psychology (8:30 - 10:20),,,,,,,,,,,AF01B,,,,,,,MG2012 Business Economics,,,,,,,FT03A,,MG2012 Business Economics,,,,,,,FT03B,,,,,,,,,,,,,,,,,,
,,C-406,CS,,,,,,,,,,,,,,,,,,AF4011 Investment and Portfolio Analytics,,,,,,,FT07A,,AF4011 Investment and Portfolio Analytics,,,,,,,FT07B,CS,,,,,,,,,,,,,,,,,
,,C-407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seminar of batch 2023 & 2024,,,,,,,,,,,,,,,,
,Labs,Labs,08:30-09:50,,,,,,,,,10:00-11:20,,,,,,,,,11:30-12:50,,,,,,,,,01:00-02:20,,,,,,,,,02:25-03:45,,,,,,,,,03:50-05:10,,,,,,,
,,KK-I,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BBA01C,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BBA01C,,LG3003 Basic Econometrics Lab,,,,,,,AF05B,,LG3003 Basic Econometrics Lab,,,,,,,AF05B,,CL1001 IT in Business-Lab,,,,,,,BBA01C,,CL1001 IT in Business-Lab,,,,,,,BBA01C
,,KK-II,FL1003 Introduction to Financial Accounting- Lab,,,,,,,AF01A,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,AF01A,,FL3001 Financial Management Lab,,,,,,,AF05A,,FL3001 Financial Management Lab,,,,,,,AF05A,,,,,,,,,,,,,,,,,,
,,KK-III,FL1003 Introduction to Financial Accounting- Lab,,,,,,,FT01B,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,FT01B,,LG3003 Basic Econometrics Lab,,,,,,,FT05C,,LG3003 Basic Econometrics Lab,,,,,,,FT05C,,CL1001 IT in Business-Lab,,,,,,,FT01B,,CL1001 IT in Business-Lab,,,,,,,FT01B
,,Khyber I,FL3001 Financial Management Lab,,,,,,,BSBA05B,,FL3001 Financial Management Lab,,,,,,,BSBA05B,,CL1001 IT in Business-Lab,,,,,,,BSBA01D,,CL1001 IT in Business-Lab,,,,,,,BSBA01D,,CL2012 Introduction to Object Oriented Programming-Lab,,,,,,,FT03D,,CL2012 Introduction to Object Oriented Programming-Lab,,,,,,,FT03D
,,Khyber II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Khyber III,LG3003 Basic Econometrics Lab,,,,,,,BSBA05C,,LG3003 Basic Econometrics Lab,,,,,,,BSBA05C,,SL1016 English - I- Lab,,,,,,,AF01B1,,SL1016 English - I- Lab,,,,,,,AF01B1,,SL1016 English - I- Lab,,,,,,,BBA01B1,,SL1016 English - I- Lab,,,,,,,BBA01B1
,,Khyber IV,,,,,,,,,,,,,,,,,,,SL1016 English - I- Lab,,,,,,,AF01B2,,SL1016 English - I- Lab,,,,,,,AF01B2,,SL1016 English - I- Lab,,,,,,,BBA01B2,,SL1016 English - I- Lab,,,,,,,BBA01B2
,,Mehran-I,CL2003 Data Structures and Business Application Lab,,,,,,,BSBA05A,,CL2003 Data Structures and Business Application Lab,,,,,,,BSBA05A,,LG2009Data Analysis for Business -II Lab,,,,,,,BSBA03A,,LG2009Data Analysis for Business -II Lab,,,,,,,BSBA03A,,,,,,,,,,,,,,,,,,
,,Mehran-II,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS,,,,,,,,,,,,,,,,
,,Cal-I lab,,,,,,,,,,,,,,,,,,,SL1016 English - I- Lab,,,,,,,BSBA01A1,,SL1016 English - I- Lab,,,,,,,BSBA01A1,,,,,,,,,,,,,,,,,,
,,Cal-II lab,,,,,,,,,,,,,,,,,,,SL1016 English - I- Lab,,,,,,,BSBA01A2,,SL1016 English - I- Lab,,,,,,,BSBA01A2,,,,,,,,,,,,,,,,,,
,,Room,08:30-09:50,,,,,,,,,10:00-11:20,,,,,,,,,11:30-12:50,,,,,,,,,01:00-02:20,,,,,,,,,02:25-03:45,,,,,,,,,03:50-05:10,,,,,,,
Friday,Classes,A-01,MG4051  Digital Marketing,,,,,,,BBA07A,,MG4051  Digital Marketing,,,,,,,BBA07A,,,,,,,,,,,Jumma Prayer,,,,,,,,,BA4007 Empowering Organizations with Analytics and Data Visualization,,,,,,,BSBA07A/B,,BA4007 Empowering Organizations with Analytics and Data Visualization,,,,,,,BSBA07A/B
,,A-02,SS2006 Macroeconomics,,,,,,,FT05D,,SS2006 Macroeconomics,,,,,,,FT05C,,MG3003 Basic Econometrics,,,,,,,FT05C,,,,,,,,,,,MS,,,,,,,,,,,,,,,,
,,A-03,,,,,,,,,,MG3003 Basic Econometrics,,,,,,,FT05D,,MG1011 Business Mathematics,,,,,,,BSBA01D,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-04,,,,,,,,,,CS1001 IT in Business  (10:00-11:50),,,,,,,,,,,FT01B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-101,AF 3001 Financial Management,,,,,,,BSBA05A,,MG3003 Basic Econometrics,,,,,,,BSBA05A,,,,,,,,,,,,,,,,,,,,SS1016 English - I (02:25-04:15),,,,,,,,,,,FT01D,,,,,
,,A-102,MG1011 Business Mathematics,,,,,,,BSBA01C,,MG1001 Fundamental of Management,,,,,,,BSBA01C,,MG1001 Fundamental of Management,,,,,,,BSBA01B,,,,,,,,,,,CS1001 IT in Business (02:25-04:15),,,,,,,,,,,FT01C,,,,,
,,A-103,CS1001 IT in Business  (08:30-10:20),,,,,,,,,,,BSBA01B,,,,,,,,,,,,,,,,,,,,,,,,,Business Math I,,,,,,,BBA3A,,Business Math I,,,,,,,BBA3A
,,A-104,SS1015 Pakistan Studies (08:30-10:20),,,,,,,,,,,BSBA01A,,CS1001 IT in Business  (10:30-12:20),,,,,,,,,,,BSBA01A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A- 201,,,,,,,,,,,,,,CS1001 IT in Business  (10:30-12:20),,,,,,,,,,,FT01D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A- 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A- 203,MG3003 Basic Econometrics,,,,,,,BSBA05B,,MG2003 Consumer Behaviour,,,,,,,BSBA05B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-210,MG3004 Human Resource Management,,,,,,,BSBA05C,,CS2003 Data Structures and Business Application,,,,,,,BSBA05C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A--211,,,,,,,,,,SS1006 English II,,,,,,,FT3A,,SS1006 English II,,,,,,,FT3A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-301,,,,,,,,,,"FT4005 	Digital Bank and Payment Industry",,,,,,,FT07A/B,,"FT4005 	Digital Bank and Payment Industry",,,,,,,FT07A/B,,,,,,,,,,,AF3006 Financing New Ventures,,,,,,,FT07A/B,,AF3006 Financing New Ventures,,,,,,,FT07A/B
,,A-302,,,,,,,,,,CS3017 Enterprise Systems & Applications,,,,,,,FT05B,,CS3017 Enterprise Systems & Applications,,,,,,,FT05B,,,,,,,,,,,CS3017 Enterprise Systems & Applications,,,,,,,FT05A,,CS3017 Enterprise Systems & Applications,,,,,,,FT05A
,,A-303,SS1007 Islamic Studies/Ethics (02:25-04:15),,,,,,,,,,BBA01B,,U-Sirat Nabi,,,,BBA01B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-305,SS1016 English - I (11:30-1:20),,,,,,,,,,,BBA01C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-311,,,,,,,,,,,,,,,SS2043 Civics and Community Engagement (10:30-12:20),,,,,,,,,,BBA03A,,,,,,,,,,,,SS2041 Critical Thinking  (02:25-04:15),,,,,,,,,,,,BBA03A,,,,
,,A-314,SS1013 Ideology and Constitution of Pakistan (08:30-10:20),,,,,,,,,,,,BBA03B,,SS1013 Ideology and Constitutions of Pakistan (10:30-12:20),,,,,,,,,,BBA03C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-315,SS2043 Civics and Community Engagement (08:30-10:20),,,,,,,,,,,,BBA03D,,SS2041 Critical Thinking (10:30-12:20),,,,,,,,,,BBA03D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-316,SS2041 Critical Thinking (08:30-10:20),,,,,,,,,,,,BBA03C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Labs,Labs,08:30-09:50,,,,,,,,,10:00-11:20,,,,,,,,,11:30-12:50,,,,,,,,,,,,,,,,,,02:25-03:45,,,,,,,,,03:50-05:10,,,,,,,
,,KK-I,CL1001 IT in Business-Lab,,,,,,,BBA01A,,CL1001 IT in Business-Lab,,,,,,,BBA01A,,,,,,,,,,,,,,,,,,,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,FT01A,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,FT01A
,,KK-II,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BSBA01D,,FL1003 Introduction to Financial Accounting- Lab,,,,,,,BSBA01D,,,,,,,,,,,,,,,,,,,,SL1016 English - I- Lab,,,,,,,FT01B1,,SL1016 English - I- Lab,,,,,,,FT01B1
,,KK-III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL1016 English - I- Lab,,,,,,,FT01B2,,SL1016 English - I- Lab,,,,,,,FT01B2
,,Khyber I,LG3003 Basic Econometrics Lab,,,,,,,AF05A,,LG3003 Basic Econometrics Lab,,,,,,,AF05A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Khyber II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Khyber III,CL3003 Management Information System Lab,,,,,,,AF05B,,CL3003 Management Information System Lab,,,,,,,AF05B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Khyber IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mehran-I,CL1001 IT in Business-Lab,,,,,,,FT01C,,CL1001 IT in Business-Lab,,,,,,,FT01C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mehran-II,FL3001 Financial Management Lab,,,,,,,AF05C,,FL3001 Financial Management Lab,,,,,,,AF05C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cal-I lab,SL1016 English - I- Lab,,,,,,,FT01A1,,SL1016 English - I- Lab,,,,,,,FT01A1,,,,,,,,,,,,,,,,,,,,SL1006 English II Lab,,,,,,,FT3A1,,SL1006 English II Lab,,,,,,,FT3A1
,,Cal-II lab,SL1016 English - I- Lab,,,,,,,FT01A2,,SL1016 English - I- Lab,,,,,,,FT01A2,,,,,,,,,,,,,,,,,,,,SL1006 English II Lab,,,,,,,FT3A2,,SL1006 English II Lab,,,,,,,FT3A2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS(AF)- Batch-2026,,,,AF-Btach 25,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBA-Batch 2026,,,,BBA-Btach 25,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS(BA)-Batch 2026,,,,BA-Btach 25,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS(FT-) Batch 2026,,,,FT-Btach 25,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS(AF)-Btach 2024,,,,FT-Btach 2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBA-Btach 2024,,,,BBA-Btach 2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-Btach 2024,,,,BA-Btach 2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FT-Btach 2024,,,,AF-Btach 2023,,,,,,,,,,,,
